"","CpG","Beta","SE","P","FDR","Trait","threshold"
"1505","cg03547355",-0.0173,0.0026,2.2e-11,1.2e-08,"smoking","GW"
"1506","cg23681440",-0.0166,0.0025,2.2e-11,1.2e-08,"smoking","GW"
"1507","cg00396865",-0.0062,9e-04,2.3e-11,1.3e-08,"smoking","GW"
"1508","cg07632771",-0.0081,0.0012,2.3e-11,1.3e-08,"smoking","GW"
"1509","cg18931633",-0.0065,0.001,2.3e-11,1.3e-08,"smoking","GW"
"1510","cg23831876",-0.0092,0.0014,2.4e-11,1.3e-08,"smoking","GW"
"1511","cg11147309",-0.0088,0.0013,2.5e-11,1.3e-08,"smoking","GW"
"1512","cg09206294",0.005,7e-04,2.5e-11,1.4e-08,"smoking","GW"
"1513","cg05347334",-0.006,9e-04,2.5e-11,1.4e-08,"smoking","GW"
"1514","cg06791426",0.013,0.0019,2.5e-11,1.4e-08,"smoking","GW"
"1515","cg15059804",0.0175,0.0026,2.5e-11,1.4e-08,"smoking","GW"
"1516","cg09056317",-0.0074,0.0011,2.6e-11,1.4e-08,"smoking","GW"
"1517","cg18241780",0.0051,8e-04,2.6e-11,1.4e-08,"smoking","GW"
"1518","cg09700701",0.0044,7e-04,2.6e-11,1.4e-08,"smoking","GW"
"1519","cg03599224",-0.0047,7e-04,2.6e-11,1.4e-08,"smoking","GW"
"1520","cg19459791",0.014,0.0021,2.6e-11,1.4e-08,"smoking","GW"
"1521","cg09006487",-0.0122,0.0018,2.7e-11,1.4e-08,"smoking","GW"
"1522","cg11621113",-0.0169,0.0025,2.7e-11,1.4e-08,"smoking","GW"
"1523","cg02787737",0.0133,0.002,2.8e-11,1.5e-08,"smoking","GW"
"1524","cg21188533",0.0407,0.0061,2.9e-11,1.5e-08,"smoking","GW"
"1525","cg22356527",0.0096,0.0014,2.9e-11,1.5e-08,"smoking","GW"
"1526","cg00526336",-0.0093,0.0014,2.9e-11,1.5e-08,"smoking","GW"
"1527","cg14266999",-0.0087,0.0013,2.9e-11,1.5e-08,"smoking","GW"
"1528","cg04208434",0.0054,8e-04,2.9e-11,1.6e-08,"smoking","GW"
"1529","cg03149958",-0.0153,0.0023,3e-11,1.6e-08,"smoking","GW"
"1530","cg21473814",0.0214,0.0032,3.1e-11,1.6e-08,"smoking","GW"
"1531","cg21664281",0.0218,0.0033,3.1e-11,1.6e-08,"smoking","GW"
"1532","cg09912793",-0.0111,0.0017,3.1e-11,1.7e-08,"smoking","GW"
"1533","cg05122453",-0.0058,9e-04,3.1e-11,1.7e-08,"smoking","GW"
"1534","cg11884933",0.0064,0.001,3.3e-11,1.7e-08,"smoking","GW"
"1535","cg01020987",-0.0098,0.0015,3.3e-11,1.8e-08,"smoking","GW"
"1536","cg20644981",0.0091,0.0014,3.4e-11,1.8e-08,"smoking","GW"
"1537","cg24173182",0.0138,0.0021,3.4e-11,1.8e-08,"smoking","GW"
"1538","cg09462576",-0.0112,0.0017,3.5e-11,1.8e-08,"smoking","GW"
"1539","cg12332902",0.0063,0.001,3.5e-11,1.8e-08,"smoking","GW"
"1540","cg04491089",-0.0082,0.0012,3.5e-11,1.8e-08,"smoking","GW"
"1541","cg07607355",0.0053,8e-04,3.5e-11,1.8e-08,"smoking","GW"
"1542","cg25464840",0.0096,0.0015,3.5e-11,1.8e-08,"smoking","GW"
"1543","cg07654588",-0.0079,0.0012,3.6e-11,1.9e-08,"smoking","GW"
"1544","cg24719910",-0.0099,0.0015,3.6e-11,1.9e-08,"smoking","GW"
"1545","cg18394552",0.0134,0.002,3.7e-11,1.9e-08,"smoking","GW"
"1546","cg25741533",-0.0072,0.0011,3.7e-11,1.9e-08,"smoking","GW"
"1547","cg23867494",-0.0064,0.001,3.8e-11,2e-08,"smoking","GW"
"1548","cg07277038",0.0177,0.0027,3.8e-11,2e-08,"smoking","GW"
"1549","cg15693572",0.0527,0.008,3.9e-11,2e-08,"smoking","GW"
"1550","cg20006825",0.006,9e-04,3.9e-11,2e-08,"smoking","GW"
"1551","cg01290904",-0.014,0.0021,4e-11,2e-08,"smoking","GW"
"1552","cg13085976",-0.0063,0.001,4e-11,2.1e-08,"smoking","GW"
"1553","cg24109116",-0.0042,6e-04,4.2e-11,2.1e-08,"smoking","GW"
"1554","cg15089077",-0.0135,0.0021,4.2e-11,2.1e-08,"smoking","GW"
"1555","cg09560590",0.0124,0.0019,4.2e-11,2.2e-08,"smoking","GW"
"1556","cg02964434",-0.0085,0.0013,4.3e-11,2.2e-08,"smoking","GW"
"1557","cg04472685",-0.0058,9e-04,4.3e-11,2.2e-08,"smoking","GW"
"1558","cg03923640",-0.0082,0.0012,4.3e-11,2.2e-08,"smoking","GW"
"1559","cg02407266",0.0066,0.001,4.4e-11,2.3e-08,"smoking","GW"
"1560","cg27424326",0.0045,7e-04,4.4e-11,2.3e-08,"smoking","GW"
"1561","cg11046638",-0.0091,0.0014,4.7e-11,2.4e-08,"smoking","GW"
"1562","cg26996569",0.0178,0.0027,4.7e-11,2.4e-08,"smoking","GW"
"1563","cg06314111",-0.0104,0.0016,4.9e-11,2.5e-08,"smoking","GW"
"1564","cg06880612",0.0065,0.001,4.9e-11,2.5e-08,"smoking","GW"
"1565","cg25066772",0.0053,8e-04,4.9e-11,2.5e-08,"smoking","GW"
"1566","cg11305121",-0.0079,0.0012,4.9e-11,2.5e-08,"smoking","GW"
"1567","cg27055894",-0.0051,8e-04,5e-11,2.5e-08,"smoking","GW"
"1568","cg14120896",0.0074,0.0011,5.1e-11,2.6e-08,"smoking","GW"
"1569","cg24591300",-0.0066,0.001,5.1e-11,2.6e-08,"smoking","GW"
"1570","cg23222488",0.0102,0.0015,5.1e-11,2.6e-08,"smoking","GW"
"1571","cg10874644",0.0197,0.003,5.2e-11,2.6e-08,"smoking","GW"
"1572","cg24718197",-0.0073,0.0011,5.2e-11,2.6e-08,"smoking","GW"
"1573","cg15393221",0.0139,0.0021,5.3e-11,2.7e-08,"smoking","GW"
"1574","cg15903032",-0.013,0.002,5.3e-11,2.7e-08,"smoking","GW"
"1575","cg01561259",0.0101,0.0015,5.4e-11,2.7e-08,"smoking","GW"
"1576","cg18151030",-0.012,0.0018,5.5e-11,2.8e-08,"smoking","GW"
"1577","cg25318189",0.0059,9e-04,5.6e-11,2.8e-08,"smoking","GW"
"1578","cg19427338",0.0133,0.002,5.7e-11,2.8e-08,"smoking","GW"
"1579","cg23204396",-0.0095,0.0015,5.8e-11,2.9e-08,"smoking","GW"
"1580","cg26657675",-0.0088,0.0013,5.8e-11,2.9e-08,"smoking","GW"
"1581","cg17927313",0.0043,7e-04,5.8e-11,2.9e-08,"smoking","GW"
"1582","cg16448702",0.0063,0.001,5.8e-11,2.9e-08,"smoking","GW"
"1583","cg21929761",-0.0077,0.0012,5.9e-11,2.9e-08,"smoking","GW"
"1584","cg09325711",-0.007,0.0011,6.1e-11,3e-08,"smoking","GW"
"1585","cg27423838",-0.0074,0.0011,6.1e-11,3e-08,"smoking","GW"
"1586","cg18649028",0.0058,9e-04,6.1e-11,3e-08,"smoking","GW"
"1587","cg13221074",-0.0038,6e-04,6.2e-11,3e-08,"smoking","GW"
"1588","cg09448652",-0.007,0.0011,6.2e-11,3e-08,"smoking","GW"
"1589","cg16736826",-0.0084,0.0013,6.2e-11,3e-08,"smoking","GW"
"1590","cg16983541",-0.0054,8e-04,6.3e-11,3.1e-08,"smoking","GW"
"1591","cg06885459",0.0159,0.0024,6.3e-11,3.1e-08,"smoking","GW"
"1592","cg07702888",0.0054,8e-04,6.4e-11,3.1e-08,"smoking","GW"
"1593","cg24518098",-0.0127,0.0019,6.4e-11,3.1e-08,"smoking","GW"
"1594","cg05599106",0.0049,8e-04,6.4e-11,3.1e-08,"smoking","GW"
"1595","cg17325771",-0.0071,0.0011,6.5e-11,3.2e-08,"smoking","GW"
"1596","cg13247990",0.0056,9e-04,6.5e-11,3.2e-08,"smoking","GW"
"1597","cg17567838",-0.0123,0.0019,6.6e-11,3.2e-08,"smoking","GW"
"1598","cg08604596",-0.0055,8e-04,6.7e-11,3.3e-08,"smoking","GW"
"1599","cg14239618",0.0042,6e-04,6.9e-11,3.3e-08,"smoking","GW"
"1600","cg10768063",0.0117,0.0018,7e-11,3.4e-08,"smoking","GW"
"1601","cg19601144",0.0039,6e-04,7.2e-11,3.5e-08,"smoking","GW"
"1602","cg24230340",-0.0149,0.0023,7.3e-11,3.6e-08,"smoking","GW"
"1603","cg25385733",0.0039,6e-04,7.5e-11,3.6e-08,"smoking","GW"
"1604","cg12856965",-0.0151,0.0023,7.5e-11,3.6e-08,"smoking","GW"
"1605","cg03451670",0.0095,0.0015,7.5e-11,3.6e-08,"smoking","GW"
"1606","cg04332373",0.0115,0.0018,7.6e-11,3.7e-08,"smoking","GW"
"1607","cg13914531",-0.0054,8e-04,7.6e-11,3.7e-08,"smoking","GW"
"1608","cg05668853",-0.0127,0.0019,7.7e-11,3.7e-08,"smoking","GW"
"1609","cg07886712",-0.0045,7e-04,7.7e-11,3.7e-08,"smoking","GW"
"1610","cg19035792",0.0057,9e-04,7.9e-11,3.8e-08,"smoking","GW"
"1611","cg26803969",-0.0038,6e-04,8.1e-11,3.9e-08,"smoking","GW"
"1612","cg10672416",-0.0083,0.0013,8.2e-11,3.9e-08,"smoking","GW"
"1613","cg01952185",0.015,0.0023,8.3e-11,4e-08,"smoking","GW"
"1614","cg23401251",0.0118,0.0018,8.4e-11,4e-08,"smoking","GW"
"1615","cg17498867",-0.0054,8e-04,8.5e-11,4e-08,"smoking","GW"
"1616","cg18503679",-0.0146,0.0023,8.6e-11,4.1e-08,"smoking","GW"
"1617","cg26105649",-0.0052,8e-04,8.8e-11,4.1e-08,"smoking","GW"
"1618","cg17781958",0.0076,0.0012,9.1e-11,4.3e-08,"smoking","GW"
"1619","cg25341560",-0.0108,0.0017,9.1e-11,4.3e-08,"smoking","GW"
"1620","cg11386011",-0.0072,0.0011,9.2e-11,4.4e-08,"smoking","GW"
"1621","cg11014740",-0.0095,0.0015,9.4e-11,4.4e-08,"smoking","GW"
"1622","cg07516196",0.0109,0.0017,9.8e-11,4.6e-08,"smoking","GW"
"1623","cg11674448",0.0094,0.0014,9.8e-11,4.6e-08,"smoking","GW"
"1624","cg15013801",-0.0095,0.0015,1e-10,4.8e-08,"smoking","GW"
"1625","cg12364755",-0.0068,0.0011,1e-10,4.8e-08,"smoking","GW"
"1626","cg18617091",0.0098,0.0015,1e-10,4.8e-08,"smoking","GW"
"1627","cg21159068",0.0062,0.001,1e-10,4.8e-08,"smoking","GW"
"1628","cg04189326",0.0058,9e-04,1e-10,4.9e-08,"smoking","GW"
"1629","cg24771152",0.0068,0.001,1.1e-10,4.9e-08,"smoking","GW"
"1630","cg10493185",0.0041,6e-04,1.1e-10,4.9e-08,"smoking","GW"
"1631","cg20149625",-0.0042,6e-04,1.1e-10,4.9e-08,"smoking","GW"
"1632","cg24426691",-0.0059,9e-04,1.1e-10,5e-08,"smoking","GW"
"1633","cg23448998",0.0072,0.0011,1.1e-10,5e-08,"smoking","GW"
"1634","cg13976502",-0.0143,0.0022,1.1e-10,5e-08,"smoking","GW"
"1635","cg22582113",-0.0027,4e-04,1.1e-10,5e-08,"smoking","GW"
"1636","cg22957360",-0.0071,0.0011,1.1e-10,5.1e-08,"smoking","GW"
"1637","cg18961281",0.0043,7e-04,1.1e-10,5.1e-08,"smoking","GW"
"1638","cg25376310",-0.0063,0.001,1.1e-10,5.1e-08,"smoking","GW"
"1639","cg26908328",-0.0087,0.0014,1.1e-10,5.2e-08,"smoking","GW"
"1640","cg06800849",-0.006,9e-04,1.1e-10,5.2e-08,"smoking","GW"
"1641","cg00122944",-0.0036,6e-04,1.1e-10,5.2e-08,"smoking","GW"
"1642","cg25629790",0.005,8e-04,1.1e-10,5.2e-08,"smoking","GW"
"1643","cg27252776",-0.0116,0.0018,1.1e-10,5.2e-08,"smoking","GW"
"1644","cg24128066",-0.0073,0.0011,1.2e-10,5.3e-08,"smoking","GW"
"1645","cg01499816",-0.0033,5e-04,1.2e-10,5.3e-08,"smoking","GW"
"1646","cg10785537",0.0066,0.001,1.2e-10,5.3e-08,"smoking","GW"
"1647","cg13708645",-0.0139,0.0022,1.2e-10,5.4e-08,"smoking","GW"
"1648","cg00741986",-0.016,0.0025,1.2e-10,5.4e-08,"smoking","GW"
"1649","cg20146909",-0.0105,0.0016,1.2e-10,5.5e-08,"smoking","GW"
"1650","cg02375409",0.0105,0.0016,1.2e-10,5.5e-08,"smoking","GW"
"1651","cg10130088",0.0055,9e-04,1.2e-10,5.5e-08,"smoking","GW"
"1652","cg12593793",-0.0107,0.0017,1.2e-10,5.5e-08,"smoking","GW"
"1653","cg21121843",-0.0242,0.0038,1.2e-10,5.5e-08,"smoking","GW"
"1654","cg17082568",0.0104,0.0016,1.2e-10,5.6e-08,"smoking","GW"
"1655","cg11826961",-0.0105,0.0016,1.2e-10,5.6e-08,"smoking","GW"
"1656","cg06439889",0.005,8e-04,1.3e-10,5.8e-08,"smoking","GW"
"1657","cg17936236",-0.0083,0.0013,1.3e-10,5.9e-08,"smoking","GW"
"1658","cg24539517",-0.0098,0.0015,1.3e-10,5.9e-08,"smoking","GW"
"1659","cg14316231",-0.0169,0.0026,1.3e-10,5.9e-08,"smoking","GW"
"1660","cg07764473",0.0171,0.0027,1.3e-10,5.9e-08,"smoking","GW"
"1661","cg10010533",-0.0069,0.0011,1.3e-10,5.9e-08,"smoking","GW"
"1662","cg13594903",-0.0094,0.0015,1.4e-10,6.1e-08,"smoking","GW"
"1663","cg08267489",0.0024,4e-04,1.4e-10,6.2e-08,"smoking","GW"
"1664","cg13001289",-0.0044,7e-04,1.4e-10,6.2e-08,"smoking","GW"
"1665","cg23635560",-0.0099,0.0015,1.4e-10,6.2e-08,"smoking","GW"
"1666","cg26467528",-0.0118,0.0018,1.4e-10,6.2e-08,"smoking","GW"
"1667","cg15122985",-0.0068,0.0011,1.4e-10,6.2e-08,"smoking","GW"
"1668","cg07027613",-0.0079,0.0012,1.4e-10,6.3e-08,"smoking","GW"
"1669","cg15138339",-0.0075,0.0012,1.4e-10,6.3e-08,"smoking","GW"
"1670","cg17174275",-0.0053,8e-04,1.4e-10,6.4e-08,"smoking","GW"
"1671","cg21647257",0.0085,0.0013,1.4e-10,6.4e-08,"smoking","GW"
"1672","cg04337534",0.0051,8e-04,1.4e-10,6.4e-08,"smoking","GW"
"1673","cg09202659",-0.0064,0.001,1.5e-10,6.6e-08,"smoking","GW"
"1674","cg15787744",-0.008,0.0012,1.5e-10,6.6e-08,"smoking","GW"
"1675","cg06130714",0.0031,5e-04,1.5e-10,6.6e-08,"smoking","GW"
"1676","cg21393124",-0.0056,9e-04,1.5e-10,6.6e-08,"smoking","GW"
"1677","cg02740606",-0.0084,0.0013,1.5e-10,6.7e-08,"smoking","GW"
"1678","cg22950598",-0.0126,0.002,1.5e-10,6.7e-08,"smoking","GW"
"1679","cg18482892",-0.0105,0.0016,1.5e-10,6.7e-08,"smoking","GW"
"1680","cg04816394",0.0066,0.001,1.5e-10,6.7e-08,"smoking","GW"
"1681","cg18325841",0.0062,0.001,1.5e-10,6.7e-08,"smoking","GW"
"1682","cg17461214",0.0044,7e-04,1.5e-10,6.7e-08,"smoking","GW"
"1683","cg00583733",-0.0053,8e-04,1.5e-10,6.8e-08,"smoking","GW"
"1684","cg10843276",0.0144,0.0022,1.5e-10,6.8e-08,"smoking","GW"
"1685","cg11844970",-0.0054,8e-04,1.6e-10,6.9e-08,"smoking","GW"
"1686","cg18954479",0.0149,0.0023,1.6e-10,6.9e-08,"smoking","GW"
"1687","cg07520810",-0.0099,0.0015,1.6e-10,6.9e-08,"smoking","GW"
"1688","cg07308381",-0.0075,0.0012,1.6e-10,6.9e-08,"smoking","GW"
"1689","cg07819944",0.0054,8e-04,1.6e-10,7e-08,"smoking","GW"
"1690","cg07742396",-0.0138,0.0022,1.6e-10,7.1e-08,"smoking","GW"
"1691","cg16029875",0.0131,0.0021,1.6e-10,7.2e-08,"smoking","GW"
"1692","cg13758913",0.0059,9e-04,1.7e-10,7.3e-08,"smoking","GW"
"1693","cg23541422",-0.0065,0.001,1.7e-10,7.3e-08,"smoking","GW"
"1694","cg20366831",-0.0055,9e-04,1.7e-10,7.3e-08,"smoking","GW"
"1695","cg10750959",0.0067,0.001,1.7e-10,7.4e-08,"smoking","GW"
"1696","cg14989226",-0.0085,0.0013,1.8e-10,7.7e-08,"smoking","GW"
"1697","cg16646054",-0.0119,0.0019,1.8e-10,7.8e-08,"smoking","GW"
"1698","cg10696445",0.0046,7e-04,1.8e-10,7.8e-08,"smoking","GW"
"1699","cg01487468",-0.0089,0.0014,1.8e-10,7.8e-08,"smoking","GW"
"1700","cg13935577",-0.0088,0.0014,1.8e-10,7.9e-08,"smoking","GW"
"1701","cg16983588",0.0197,0.0031,1.8e-10,7.9e-08,"smoking","GW"
"1702","cg24257309",0.0085,0.0013,1.9e-10,8e-08,"smoking","GW"
"1703","cg17333973",-0.0045,7e-04,1.9e-10,8e-08,"smoking","GW"
"1704","cg13452162",-0.0077,0.0012,1.9e-10,8.2e-08,"smoking","GW"
"1705","cg17884674",0.008,0.0013,1.9e-10,8.2e-08,"smoking","GW"
"1706","cg06670463",-0.0083,0.0013,1.9e-10,8.3e-08,"smoking","GW"
"1707","cg24930218",-0.0054,9e-04,1.9e-10,8.3e-08,"smoking","GW"
"1708","cg12699156",-0.007,0.0011,2e-10,8.4e-08,"smoking","GW"
"1709","cg01185345",-0.0082,0.0013,2e-10,8.4e-08,"smoking","GW"
"1710","cg14194983",0.0097,0.0015,2e-10,8.5e-08,"smoking","GW"
"1711","cg11229399",0.0107,0.0017,2e-10,8.5e-08,"smoking","GW"
"1712","cg24869815",0.0049,8e-04,2e-10,8.6e-08,"smoking","GW"
"1713","cg15626881",0.0058,9e-04,2e-10,8.7e-08,"smoking","GW"
"1714","cg25611057",-0.007,0.0011,2.1e-10,8.7e-08,"smoking","GW"
"1715","cg03583050",0.0064,0.001,2.1e-10,8.9e-08,"smoking","GW"
"1716","cg11145461",-0.0105,0.0016,2.1e-10,8.9e-08,"smoking","GW"
"1717","cg17473673",0.0055,9e-04,2.1e-10,9.1e-08,"smoking","GW"
"1718","cg17397607",-0.0126,0.002,2.2e-10,9.2e-08,"smoking","GW"
"1719","cg01453052",-0.0109,0.0017,2.2e-10,9.3e-08,"smoking","GW"
"1720","cg01979157",-0.0081,0.0013,2.2e-10,9.3e-08,"smoking","GW"
"1721","cg10508317",-0.0086,0.0014,2.3e-10,9.5e-08,"smoking","GW"
"1722","cg20289911",-0.0047,7e-04,2.3e-10,9.7e-08,"smoking","GW"
"1723","cg09084200",-0.0114,0.0018,2.3e-10,9.8e-08,"smoking","GW"
"1724","cg07058086",0.0047,7e-04,2.3e-10,9.8e-08,"smoking","GW"
"1725","cg27312979",0.032,0.0051,2.4e-10,1e-07,"smoking","GW"
"1726","cg06151964",0.0083,0.0013,2.4e-10,1e-07,"smoking","GW"
"1727","cg20049273",0.0058,9e-04,2.4e-10,1e-07,"smoking","GW"
"1728","cg15482893",0.0122,0.0019,2.4e-10,1e-07,"smoking","GW"
"1729","cg02917867",-0.0103,0.0016,2.4e-10,1e-07,"smoking","GW"
"1730","cg21788755",-0.0057,9e-04,2.5e-10,1e-07,"smoking","GW"
"1731","cg03681335",0.0079,0.0013,2.5e-10,1e-07,"smoking","GW"
"1732","cg08810238",-0.0074,0.0012,2.5e-10,1e-07,"smoking","GW"
"1733","cg04117801",-0.0051,8e-04,2.5e-10,1e-07,"smoking","GW"
"1734","cg19426731",-0.0066,0.001,2.5e-10,1e-07,"smoking","GW"
"1735","cg22027399",0.0062,0.001,2.5e-10,1e-07,"smoking","GW"
"1736","cg10965178",-0.0108,0.0017,2.5e-10,1e-07,"smoking","GW"
"1737","cg01919377",-0.0053,8e-04,2.5e-10,1.1e-07,"smoking","GW"
"1738","cg20889322",-0.0136,0.0022,2.6e-10,1.1e-07,"smoking","GW"
"1739","cg04095045",0.0037,6e-04,2.6e-10,1.1e-07,"smoking","GW"
"1740","cg24271203",-0.0057,9e-04,2.6e-10,1.1e-07,"smoking","GW"
"1741","cg12147622",-0.0231,0.0037,2.7e-10,1.1e-07,"smoking","GW"
"1742","cg06604199",-0.0086,0.0014,2.7e-10,1.1e-07,"smoking","GW"
"1743","cg13672514",-0.0075,0.0012,2.7e-10,1.1e-07,"smoking","GW"
"1744","cg02161701",0.0078,0.0012,2.8e-10,1.1e-07,"smoking","GW"
"1745","cg22601421",0.0031,5e-04,2.8e-10,1.1e-07,"smoking","GW"
"1746","cg08397758",0.0065,0.001,2.8e-10,1.2e-07,"smoking","GW"
"1747","cg15012027",-0.0115,0.0018,2.8e-10,1.2e-07,"smoking","GW"
"1748","cg13582060",-0.0194,0.0031,2.9e-10,1.2e-07,"smoking","GW"
"1749","cg00665106",0.0071,0.0011,2.9e-10,1.2e-07,"smoking","GW"
"1750","cg09039672",0.0067,0.0011,3e-10,1.2e-07,"smoking","GW"
"1751","cg18777299",-0.0088,0.0014,3e-10,1.2e-07,"smoking","GW"
"1752","cg22377043",0.006,9e-04,3e-10,1.2e-07,"smoking","GW"
"1753","cg10959726",-0.0061,0.001,3.1e-10,1.2e-07,"smoking","GW"
"1754","cg09006159",0.0057,9e-04,3.1e-10,1.3e-07,"smoking","GW"
"1755","cg08640824",-0.0103,0.0016,3.1e-10,1.3e-07,"smoking","GW"
"1756","cg23565821",-0.0149,0.0024,3.2e-10,1.3e-07,"smoking","GW"
"1757","cg09265392",-0.0088,0.0014,3.2e-10,1.3e-07,"smoking","GW"
"1758","cg00867472",0.0082,0.0013,3.3e-10,1.3e-07,"smoking","GW"
"1759","cg25284397",0.0106,0.0017,3.3e-10,1.3e-07,"smoking","GW"
"1760","cg06264663",0.0059,9e-04,3.3e-10,1.3e-07,"smoking","GW"
"1761","cg26364091",-0.0097,0.0015,3.4e-10,1.4e-07,"smoking","GW"
"1762","cg08900404",-0.0131,0.0021,3.4e-10,1.4e-07,"smoking","GW"
"1763","cg01860774",-0.0068,0.0011,3.4e-10,1.4e-07,"smoking","GW"
"1764","cg07151117",-0.0085,0.0014,3.4e-10,1.4e-07,"smoking","GW"
"1765","cg24503881",-0.0047,7e-04,3.4e-10,1.4e-07,"smoking","GW"
"1766","cg14391923",-0.0237,0.0038,3.4e-10,1.4e-07,"smoking","GW"
"1767","cg15963913",0.0089,0.0014,3.5e-10,1.4e-07,"smoking","GW"
"1768","cg24033122",-0.0163,0.0026,3.5e-10,1.4e-07,"smoking","GW"
"1769","cg01481251",-0.0159,0.0025,3.5e-10,1.4e-07,"smoking","GW"
"1770","cg16936060",0.0165,0.0026,3.5e-10,1.4e-07,"smoking","GW"
"1771","cg00756943",-0.0132,0.0021,3.6e-10,1.4e-07,"smoking","GW"
"1772","cg16011250",0.0087,0.0014,3.6e-10,1.4e-07,"smoking","GW"
"1773","cg06672753",0.0042,7e-04,3.6e-10,1.4e-07,"smoking","GW"
"1774","cg26963277",-0.0241,0.0038,3.6e-10,1.4e-07,"smoking","GW"
"1775","cg11679455",-0.006,9e-04,3.7e-10,1.5e-07,"smoking","GW"
"1776","cg14295611",0.0075,0.0012,3.7e-10,1.5e-07,"smoking","GW"
"1777","cg13487983",0.0049,8e-04,3.8e-10,1.5e-07,"smoking","GW"
"1778","cg07202214",-0.0138,0.0022,3.8e-10,1.5e-07,"smoking","GW"
"1779","cg23762517",0.0312,0.005,3.8e-10,1.5e-07,"smoking","GW"
"1780","cg24296397",0.0089,0.0014,3.9e-10,1.5e-07,"smoking","GW"
"1781","cg03090969",-0.0087,0.0014,3.9e-10,1.5e-07,"smoking","GW"
"1782","cg04770751",-0.0184,0.0029,3.9e-10,1.5e-07,"smoking","GW"
"1783","cg00024404",-0.009,0.0014,3.9e-10,1.5e-07,"smoking","GW"
"1784","cg00931843",0.0199,0.0032,3.9e-10,1.5e-07,"smoking","GW"
"1785","cg21913886",-0.015,0.0024,3.9e-10,1.5e-07,"smoking","GW"
"1786","cg03044513",0.0064,0.001,4e-10,1.6e-07,"smoking","GW"
"1787","cg10180092",-0.0155,0.0025,4e-10,1.6e-07,"smoking","GW"
"1788","cg11572675",0.0055,9e-04,4e-10,1.6e-07,"smoking","GW"
"1789","cg18914023",0.0023,4e-04,4e-10,1.6e-07,"smoking","GW"
"1790","cg23046844",0.0037,6e-04,4e-10,1.6e-07,"smoking","GW"
"1791","cg09749364",-0.006,0.001,4e-10,1.6e-07,"smoking","GW"
"1792","cg15531369",-0.0063,0.001,4.1e-10,1.6e-07,"smoking","GW"
"1793","cg10970328",-0.007,0.0011,4.1e-10,1.6e-07,"smoking","GW"
"1794","cg06857018",0.0025,4e-04,4.1e-10,1.6e-07,"smoking","GW"
"1795","cg02286506",0.004,6e-04,4.1e-10,1.6e-07,"smoking","GW"
"1796","cg08479476",-0.0158,0.0025,4.1e-10,1.6e-07,"smoking","GW"
"1797","cg00007076",-0.0153,0.0024,4.2e-10,1.6e-07,"smoking","GW"
"1798","cg13142374",0.0046,7e-04,4.2e-10,1.6e-07,"smoking","GW"
"1799","cg01936839",-0.0096,0.0015,4.2e-10,1.6e-07,"smoking","GW"
"1800","cg07421287",-0.0115,0.0018,4.2e-10,1.6e-07,"smoking","GW"
"1801","cg10581837",0.0149,0.0024,4.3e-10,1.7e-07,"smoking","GW"
"1802","cg23003085",-0.0077,0.0012,4.3e-10,1.7e-07,"smoking","GW"
"1803","cg13024368",0.0041,7e-04,4.3e-10,1.7e-07,"smoking","GW"
"1804","cg16649298",0.014,0.0022,4.4e-10,1.7e-07,"smoking","GW"
"1805","cg03916421",-0.0103,0.0017,4.5e-10,1.7e-07,"smoking","GW"
"1806","cg16276850",0.0106,0.0017,4.5e-10,1.7e-07,"smoking","GW"
"1807","cg12649208",0.0043,7e-04,4.6e-10,1.8e-07,"smoking","GW"
"1808","cg05784862",-0.0093,0.0015,4.6e-10,1.8e-07,"smoking","GW"
"1809","cg19802390",0.0109,0.0017,4.6e-10,1.8e-07,"smoking","GW"
"1810","cg05914034",-0.0127,0.002,4.6e-10,1.8e-07,"smoking","GW"
"1811","cg21350153",0.0072,0.0012,4.6e-10,1.8e-07,"smoking","GW"
"1812","cg00423486",0.0055,9e-04,4.6e-10,1.8e-07,"smoking","GW"
"1813","cg00893603",-0.0245,0.0039,4.7e-10,1.8e-07,"smoking","GW"
"1814","cg16744741",0.0124,0.002,4.7e-10,1.8e-07,"smoking","GW"
"1815","cg02097120",-0.0071,0.0011,4.7e-10,1.8e-07,"smoking","GW"
"1816","cg06663317",-0.0059,0.001,4.7e-10,1.8e-07,"smoking","GW"
"1817","cg18419271",0.0091,0.0015,4.7e-10,1.8e-07,"smoking","GW"
"1818","cg20714487",0.0033,5e-04,4.7e-10,1.8e-07,"smoking","GW"
"1819","cg03109660",-0.0119,0.0019,4.8e-10,1.8e-07,"smoking","GW"
"1820","cg11327659",0.0091,0.0015,4.8e-10,1.8e-07,"smoking","GW"
"1821","cg14701962",0.0069,0.0011,4.8e-10,1.8e-07,"smoking","GW"
"1822","cg05222924",0.0066,0.0011,4.9e-10,1.8e-07,"smoking","GW"
"1823","cg18810691",-0.0066,0.0011,4.9e-10,1.9e-07,"smoking","GW"
"1824","cg03224013",-0.0128,0.0021,5e-10,1.9e-07,"smoking","GW"
"1825","cg24495528",-0.0069,0.0011,5e-10,1.9e-07,"smoking","GW"
"1826","cg13525276",0.023,0.0037,5.4e-10,2e-07,"smoking","GW"
"1827","cg15108490",0.0037,6e-04,5.4e-10,2e-07,"smoking","GW"
"1828","cg14852355",0.0061,0.001,5.5e-10,2e-07,"smoking","GW"
"1829","cg27000944",-0.0084,0.0013,5.5e-10,2.1e-07,"smoking","GW"
