"","CpG","Beta","SE","P","FDR","Trait","threshold"
"9945","cg18310515",0.0071,0.0015,1.1e-06,1e-04,"smoking","F005"
"9946","cg26435670",-0.0065,0.0013,1.1e-06,1e-04,"smoking","F005"
"9947","cg09500443",0.0056,0.0012,1.1e-06,1e-04,"smoking","F005"
"9948","cg02968508",-0.0088,0.0018,1.1e-06,1e-04,"smoking","F005"
"9949","cg04174091",-0.0104,0.0021,1.1e-06,1e-04,"smoking","F005"
"9950","cg07223648",-0.0038,8e-04,1.1e-06,1e-04,"smoking","F005"
"9951","cg01206728",0.0019,4e-04,1.1e-06,1e-04,"smoking","F005"
"9952","cg02553070",-0.004,8e-04,1.1e-06,1e-04,"smoking","F005"
"9953","cg08047086",-0.0077,0.0016,1.1e-06,1e-04,"smoking","F005"
"9954","cg07825294",-0.0068,0.0014,1.1e-06,1e-04,"smoking","F005"
"9955","cg13392258",-0.0179,0.0037,1.1e-06,1e-04,"smoking","F005"
"9956","cg00407944",0.0042,9e-04,1.1e-06,1e-04,"smoking","F005"
"9957","cg07870237",0.0058,0.0012,1.1e-06,1e-04,"smoking","F005"
"9958","cg14669515",0.0031,6e-04,1.1e-06,1e-04,"smoking","F005"
"9959","cg16267979",-0.0034,7e-04,1.1e-06,1e-04,"smoking","F005"
"9960","cg21387281",0.0068,0.0014,1.1e-06,1e-04,"smoking","F005"
"9961","cg05143694",-0.0078,0.0016,1.1e-06,1e-04,"smoking","F005"
"9962","cg02890250",0.0057,0.0012,1.1e-06,1e-04,"smoking","F005"
"9963","cg12963656",0.0051,0.0011,1.1e-06,1e-04,"smoking","F005"
"9964","cg07113006",-0.0135,0.0028,1.1e-06,1e-04,"smoking","F005"
"9965","cg01910869",0.0023,5e-04,1.1e-06,1e-04,"smoking","F005"
"9966","cg23928468",-0.0026,5e-04,1.2e-06,1e-04,"smoking","F005"
"9967","cg22990871",0.0088,0.0018,1.2e-06,1e-04,"smoking","F005"
"9968","cg26344982",-0.0019,4e-04,1.2e-06,1e-04,"smoking","F005"
"9969","cg26601496",0.0041,8e-04,1.2e-06,1e-04,"smoking","F005"
"9970","cg06369322",-0.0095,0.002,1.2e-06,1e-04,"smoking","F005"
"9971","cg13522406",-0.0047,0.001,1.2e-06,1e-04,"smoking","F005"
"9972","cg26145504",-0.0074,0.0015,1.2e-06,1e-04,"smoking","F005"
"9973","cg06981309",-0.0128,0.0026,1.2e-06,1e-04,"smoking","F005"
"9974","cg11606444",0.0066,0.0014,1.2e-06,1e-04,"smoking","F005"
"9975","cg21723559",-0.0038,8e-04,1.2e-06,1e-04,"smoking","F005"
"9976","cg04795044",0.0038,8e-04,1.2e-06,1e-04,"smoking","F005"
"9977","cg03116948",0.0032,7e-04,1.2e-06,1e-04,"smoking","F005"
"9978","cg06588876",-0.0041,8e-04,1.2e-06,1e-04,"smoking","F005"
"9979","cg00689213",-0.0104,0.0021,1.2e-06,1e-04,"smoking","F005"
"9980","cg02688118",0.0078,0.0016,1.2e-06,1e-04,"smoking","F005"
"9981","cg13081720",0.0062,0.0013,1.2e-06,1e-04,"smoking","F005"
"9982","cg05359853",0.0027,6e-04,1.2e-06,1e-04,"smoking","F005"
"9983","cg12062672",-0.0057,0.0012,1.2e-06,1e-04,"smoking","F005"
"9984","cg00565882",0.0117,0.0024,1.2e-06,1e-04,"smoking","F005"
"9985","cg27460040",-0.0106,0.0022,1.2e-06,1e-04,"smoking","F005"
"9986","cg27475169",-0.0063,0.0013,1.2e-06,1e-04,"smoking","F005"
"9987","cg22356324",-0.0059,0.0012,1.2e-06,1e-04,"smoking","F005"
"9988","cg21073212",-0.0064,0.0013,1.2e-06,1e-04,"smoking","F005"
"9989","cg20642413",-0.0059,0.0012,1.2e-06,1e-04,"smoking","F005"
"9990","cg01832549",-0.0181,0.0037,1.2e-06,1e-04,"smoking","F005"
"9991","cg23320011",-0.0042,9e-04,1.2e-06,1e-04,"smoking","F005"
"9992","cg09636163",-0.008,0.0017,1.2e-06,1e-04,"smoking","F005"
"9993","cg08841257",0.0053,0.0011,1.2e-06,1e-04,"smoking","F005"
"9994","cg17631390",-0.006,0.0012,1.2e-06,1e-04,"smoking","F005"
"9995","cg03631078",0.0096,0.002,1.2e-06,1e-04,"smoking","F005"
"9996","cg01492538",0.0059,0.0012,1.2e-06,1e-04,"smoking","F005"
"9997","cg12670305",-0.009,0.0019,1.2e-06,1e-04,"smoking","F005"
"9998","cg08832745",0.0047,0.001,1.2e-06,1e-04,"smoking","F005"
"9999","cg05711037",0.0043,9e-04,1.2e-06,1e-04,"smoking","F005"
"10000","cg06382930",-0.0074,0.0015,1.2e-06,1e-04,"smoking","F005"
"10001","cg10454193",0.0055,0.0011,1.2e-06,1e-04,"smoking","F005"
"10002","cg10362475",-0.0154,0.0032,1.2e-06,1e-04,"smoking","F005"
"10003","cg18382353",0.0062,0.0013,1.2e-06,2e-04,"smoking","F005"
"10004","cg02106466",0.0034,7e-04,1.2e-06,2e-04,"smoking","F005"
"10005","cg19419291",-0.0171,0.0035,1.2e-06,2e-04,"smoking","F005"
"10006","cg07599786",-0.0159,0.0033,1.2e-06,2e-04,"smoking","F005"
"10007","cg18465082",-0.0071,0.0015,1.2e-06,2e-04,"smoking","F005"
"10008","cg11385013",-0.0057,0.0012,1.2e-06,2e-04,"smoking","F005"
"10009","cg00092400",0.0104,0.0022,1.2e-06,2e-04,"smoking","F005"
"10010","cg08471335",0.0108,0.0022,1.2e-06,2e-04,"smoking","F005"
"10011","cg00007987",-0.0035,7e-04,1.2e-06,2e-04,"smoking","F005"
"10012","cg02276831",-0.01,0.0021,1.2e-06,2e-04,"smoking","F005"
"10013","cg11719157",0.0099,0.002,1.2e-06,2e-04,"smoking","F005"
"10014","cg24761597",-0.0052,0.0011,1.2e-06,2e-04,"smoking","F005"
"10015","cg07092896",0.0066,0.0014,1.3e-06,2e-04,"smoking","F005"
"10016","cg02081733",0.0045,9e-04,1.3e-06,2e-04,"smoking","F005"
"10017","cg05022105",-0.0053,0.0011,1.3e-06,2e-04,"smoking","F005"
"10018","cg26295057",0.0036,7e-04,1.3e-06,2e-04,"smoking","F005"
"10019","cg13672342",-0.0054,0.0011,1.3e-06,2e-04,"smoking","F005"
"10020","cg15194251",-0.0052,0.0011,1.3e-06,2e-04,"smoking","F005"
"10021","cg04202338",-0.0038,8e-04,1.3e-06,2e-04,"smoking","F005"
"10022","cg24979407",0.0031,6e-04,1.3e-06,2e-04,"smoking","F005"
"10023","cg00237876",-0.0099,0.002,1.3e-06,2e-04,"smoking","F005"
"10024","cg04942251",-0.0116,0.0024,1.3e-06,2e-04,"smoking","F005"
"10025","cg14631541",-0.0042,9e-04,1.3e-06,2e-04,"smoking","F005"
"10026","cg15834037",-0.0061,0.0013,1.3e-06,2e-04,"smoking","F005"
"10027","cg20973476",0.0025,5e-04,1.3e-06,2e-04,"smoking","F005"
"10028","cg12006284",0.0097,0.002,1.3e-06,2e-04,"smoking","F005"
"10029","cg05157625",-0.0102,0.0021,1.3e-06,2e-04,"smoking","F005"
"10030","cg23132624",0.0049,0.001,1.3e-06,2e-04,"smoking","F005"
"10031","cg08928189",0.0052,0.0011,1.3e-06,2e-04,"smoking","F005"
"10032","cg06240690",0.0075,0.0015,1.3e-06,2e-04,"smoking","F005"
"10033","cg10319474",0.0044,9e-04,1.3e-06,2e-04,"smoking","F005"
"10034","cg06750167",0.0066,0.0014,1.3e-06,2e-04,"smoking","F005"
"10035","cg11907477",0.006,0.0012,1.3e-06,2e-04,"smoking","F005"
"10036","cg04454050",0.0057,0.0012,1.3e-06,2e-04,"smoking","F005"
"10037","cg16498391",0.0056,0.0012,1.3e-06,2e-04,"smoking","F005"
"10038","cg27547291",0.0048,0.001,1.3e-06,2e-04,"smoking","F005"
"10039","cg21109167",-0.0036,7e-04,1.3e-06,2e-04,"smoking","F005"
"10040","cg11157816",0.0036,7e-04,1.3e-06,2e-04,"smoking","F005"
"10041","cg10937802",-0.0065,0.0013,1.3e-06,2e-04,"smoking","F005"
"10042","cg14626907",0.0085,0.0018,1.3e-06,2e-04,"smoking","F005"
"10043","cg08386009",-0.0081,0.0017,1.3e-06,2e-04,"smoking","F005"
"10044","cg01676182",0.003,6e-04,1.3e-06,2e-04,"smoking","F005"
"10045","cg21645826",-0.0064,0.0013,1.3e-06,2e-04,"smoking","F005"
"10046","cg01575601",-0.0072,0.0015,1.3e-06,2e-04,"smoking","F005"
"10047","cg10482632",-0.004,8e-04,1.3e-06,2e-04,"smoking","F005"
"10048","cg08915603",0.0049,0.001,1.3e-06,2e-04,"smoking","F005"
"10049","cg06264984",0.0066,0.0014,1.3e-06,2e-04,"smoking","F005"
"10050","cg00816609",0.0045,9e-04,1.3e-06,2e-04,"smoking","F005"
"10051","cg18934106",-0.0069,0.0014,1.3e-06,2e-04,"smoking","F005"
"10052","cg00329447",-0.0073,0.0015,1.3e-06,2e-04,"smoking","F005"
"10053","cg10840361",0.0037,8e-04,1.3e-06,2e-04,"smoking","F005"
"10054","cg23474501",0.0077,0.0016,1.3e-06,2e-04,"smoking","F005"
"10055","cg06750076",-0.0026,5e-04,1.3e-06,2e-04,"smoking","F005"
"10056","cg14129473",0.0073,0.0015,1.3e-06,2e-04,"smoking","F005"
"10057","cg05055150",0.0071,0.0015,1.3e-06,2e-04,"smoking","F005"
"10058","cg16861076",0.0124,0.0026,1.3e-06,2e-04,"smoking","F005"
"10059","cg27184903",0.0072,0.0015,1.3e-06,2e-04,"smoking","F005"
"10060","cg24224501",0.0037,8e-04,1.3e-06,2e-04,"smoking","F005"
"10061","cg00588614",-0.0045,9e-04,1.4e-06,2e-04,"smoking","F005"
"10062","cg03043406",-0.0132,0.0027,1.4e-06,2e-04,"smoking","F005"
"10063","cg15636859",0.0101,0.0021,1.4e-06,2e-04,"smoking","F005"
"10064","cg01354473",0.0049,0.001,1.4e-06,2e-04,"smoking","F005"
"10065","cg25751484",0.005,0.001,1.4e-06,2e-04,"smoking","F005"
"10066","cg05877104",-0.0093,0.0019,1.4e-06,2e-04,"smoking","F005"
"10067","cg16259171",0.0109,0.0023,1.4e-06,2e-04,"smoking","F005"
"10068","cg25967031",-0.0047,0.001,1.4e-06,2e-04,"smoking","F005"
"10069","cg19015086",-0.0079,0.0016,1.4e-06,2e-04,"smoking","F005"
"10070","cg15107641",0.0045,9e-04,1.4e-06,2e-04,"smoking","F005"
"10071","cg01078772",-0.0058,0.0012,1.4e-06,2e-04,"smoking","F005"
"10072","cg05147525",0.0052,0.0011,1.4e-06,2e-04,"smoking","F005"
"10073","cg10044470",0.0071,0.0015,1.4e-06,2e-04,"smoking","F005"
"10074","cg23586595",0.0064,0.0013,1.4e-06,2e-04,"smoking","F005"
"10075","cg00308665",0.0095,0.002,1.4e-06,2e-04,"smoking","F005"
"10076","cg27366007",-0.0064,0.0013,1.4e-06,2e-04,"smoking","F005"
"10077","cg10946510",-0.0048,0.001,1.4e-06,2e-04,"smoking","F005"
"10078","cg04709736",0.0049,0.001,1.4e-06,2e-04,"smoking","F005"
"10079","cg07618110",-0.0045,9e-04,1.4e-06,2e-04,"smoking","F005"
"10080","cg23484392",-0.0117,0.0024,1.4e-06,2e-04,"smoking","F005"
"10081","cg21926626",0.0083,0.0017,1.4e-06,2e-04,"smoking","F005"
"10082","cg19838043",0.0131,0.0027,1.4e-06,2e-04,"smoking","F005"
"10083","cg14127336",-0.0121,0.0025,1.4e-06,2e-04,"smoking","F005"
"10084","cg00811122",-0.0054,0.0011,1.4e-06,2e-04,"smoking","F005"
"10085","cg23998240",0.0051,0.0011,1.4e-06,2e-04,"smoking","F005"
"10086","cg16792613",-0.0082,0.0017,1.4e-06,2e-04,"smoking","F005"
"10087","cg02010196",0.0045,9e-04,1.4e-06,2e-04,"smoking","F005"
"10088","cg13389502",0.0076,0.0016,1.4e-06,2e-04,"smoking","F005"
"10089","cg11201256",-0.003,6e-04,1.4e-06,2e-04,"smoking","F005"
"10090","cg12593812",0.0016,3e-04,1.4e-06,2e-04,"smoking","F005"
"10091","cg21091547",-0.0164,0.0034,1.4e-06,2e-04,"smoking","F005"
"10092","cg26196496",-0.0048,0.001,1.4e-06,2e-04,"smoking","F005"
"10093","cg08620329",-0.0148,0.0031,1.4e-06,2e-04,"smoking","F005"
"10094","cg11554650",-0.0044,9e-04,1.4e-06,2e-04,"smoking","F005"
"10095","cg02812767",-0.0097,0.002,1.4e-06,2e-04,"smoking","F005"
"10096","cg07199524",-0.0026,5e-04,1.4e-06,2e-04,"smoking","F005"
"10097","cg19227031",-0.0125,0.0026,1.4e-06,2e-04,"smoking","F005"
"10098","cg23596233",0.0055,0.0011,1.4e-06,2e-04,"smoking","F005"
"10099","cg16521040",-0.0061,0.0013,1.5e-06,2e-04,"smoking","F005"
"10100","cg05895711",-0.0093,0.0019,1.5e-06,2e-04,"smoking","F005"
"10101","cg08521987",0.003,6e-04,1.5e-06,2e-04,"smoking","F005"
"10102","cg01553004",-0.0069,0.0014,1.5e-06,2e-04,"smoking","F005"
"10103","cg02835462",0.0068,0.0014,1.5e-06,2e-04,"smoking","F005"
"10104","cg09841774",0.0054,0.0011,1.5e-06,2e-04,"smoking","F005"
"10105","cg25845985",-0.0071,0.0015,1.5e-06,2e-04,"smoking","F005"
"10106","cg01930356",0.0023,5e-04,1.5e-06,2e-04,"smoking","F005"
"10107","cg10021364",-0.0056,0.0012,1.5e-06,2e-04,"smoking","F005"
"10108","cg06607384",-0.009,0.0019,1.5e-06,2e-04,"smoking","F005"
"10109","cg06335008",0.0046,0.001,1.5e-06,2e-04,"smoking","F005"
"10110","cg21631918",-0.0098,0.002,1.5e-06,2e-04,"smoking","F005"
"10111","cg08162476",-0.0054,0.0011,1.5e-06,2e-04,"smoking","F005"
"10112","cg05090966",-0.005,0.001,1.5e-06,2e-04,"smoking","F005"
"10113","cg00021275",0.0079,0.0016,1.5e-06,2e-04,"smoking","F005"
"10114","cg07081759",0.0095,0.002,1.5e-06,2e-04,"smoking","F005"
"10115","cg13956924",0.0054,0.0011,1.5e-06,2e-04,"smoking","F005"
"10116","cg08056629",-0.0061,0.0013,1.5e-06,2e-04,"smoking","F005"
"10117","cg12614529",-0.0053,0.0011,1.5e-06,2e-04,"smoking","F005"
"10118","cg06320277",0.0045,9e-04,1.5e-06,2e-04,"smoking","F005"
"10119","cg09690072",0.0093,0.0019,1.5e-06,2e-04,"smoking","F005"
"10120","cg12758082",0.0068,0.0014,1.5e-06,2e-04,"smoking","F005"
"10121","cg16704920",0.0043,9e-04,1.5e-06,2e-04,"smoking","F005"
"10122","cg22078805",-0.0202,0.0042,1.5e-06,2e-04,"smoking","F005"
"10123","cg22904296",0.0037,8e-04,1.5e-06,2e-04,"smoking","F005"
"10124","cg23067082",0.0028,6e-04,1.5e-06,2e-04,"smoking","F005"
"10125","cg24875484",0.0042,9e-04,1.5e-06,2e-04,"smoking","F005"
"10126","cg19873536",-0.016,0.0033,1.5e-06,2e-04,"smoking","F005"
"10127","cg18541581",-0.0038,8e-04,1.5e-06,2e-04,"smoking","F005"
"10128","cg26128192",-0.0041,9e-04,1.5e-06,2e-04,"smoking","F005"
"10129","cg05141432",0.0058,0.0012,1.5e-06,2e-04,"smoking","F005"
"10130","cg12579300",0.0028,6e-04,1.5e-06,2e-04,"smoking","F005"
"10131","cg21859019",0.0041,8e-04,1.5e-06,2e-04,"smoking","F005"
"10132","cg13680337",-0.0059,0.0012,1.5e-06,2e-04,"smoking","F005"
"10133","cg12430618",0.0027,6e-04,1.5e-06,2e-04,"smoking","F005"
"10134","cg01924448",-0.0035,7e-04,1.5e-06,2e-04,"smoking","F005"
"10135","cg08309251",-0.0065,0.0014,1.5e-06,2e-04,"smoking","F005"
"10136","cg14240790",-0.0058,0.0012,1.5e-06,2e-04,"smoking","F005"
"10137","cg06473363",-0.0113,0.0023,1.5e-06,2e-04,"smoking","F005"
"10138","cg23960707",-0.0075,0.0016,1.5e-06,2e-04,"smoking","F005"
"10139","cg05958351",-0.0057,0.0012,1.5e-06,2e-04,"smoking","F005"
"10140","cg22626858",0.0042,9e-04,1.6e-06,2e-04,"smoking","F005"
"10141","cg13089335",-0.0056,0.0012,1.6e-06,2e-04,"smoking","F005"
"10142","cg03646605",-0.0085,0.0018,1.6e-06,2e-04,"smoking","F005"
"10143","cg14845962",-0.0092,0.0019,1.6e-06,2e-04,"smoking","F005"
"10144","cg18376860",0.0091,0.0019,1.6e-06,2e-04,"smoking","F005"
"10145","cg20899625",-0.0082,0.0017,1.6e-06,2e-04,"smoking","F005"
"10146","cg00443094",-0.0039,8e-04,1.6e-06,2e-04,"smoking","F005"
"10147","cg17879376",-0.005,0.001,1.6e-06,2e-04,"smoking","F005"
"10148","cg24465943",0.0049,0.001,1.6e-06,2e-04,"smoking","F005"
"10149","cg18234547",-0.0033,7e-04,1.6e-06,2e-04,"smoking","F005"
"10150","cg26282236",0.0124,0.0026,1.6e-06,2e-04,"smoking","F005"
"10151","cg27141176",0.0067,0.0014,1.6e-06,2e-04,"smoking","F005"
"10152","cg02048220",0.0049,0.001,1.6e-06,2e-04,"smoking","F005"
"10153","cg11051055",-0.0089,0.0019,1.6e-06,2e-04,"smoking","F005"
"10154","cg01890712",-0.0107,0.0022,1.6e-06,2e-04,"smoking","F005"
"10155","cg02641801",0.0056,0.0012,1.6e-06,2e-04,"smoking","F005"
"10156","cg18790325",0.0041,9e-04,1.6e-06,2e-04,"smoking","F005"
"10157","cg17910470",0.0063,0.0013,1.6e-06,2e-04,"smoking","F005"
"10158","cg08001559",0.0066,0.0014,1.6e-06,2e-04,"smoking","F005"
"10159","cg24800754",0.007,0.0015,1.6e-06,2e-04,"smoking","F005"
"10160","cg01110839",0.0059,0.0012,1.6e-06,2e-04,"smoking","F005"
"10161","cg00509772",-0.0055,0.0011,1.6e-06,2e-04,"smoking","F005"
"10162","cg10251229",0.0079,0.0016,1.6e-06,2e-04,"smoking","F005"
"10163","cg11987455",0.0029,6e-04,1.6e-06,2e-04,"smoking","F005"
"10164","cg20062691",-0.0088,0.0018,1.6e-06,2e-04,"smoking","F005"
"10165","cg08220120",-0.0132,0.0028,1.6e-06,2e-04,"smoking","F005"
"10166","cg12349350",-0.0032,7e-04,1.6e-06,2e-04,"smoking","F005"
"10167","cg15090877",0.0036,8e-04,1.6e-06,2e-04,"smoking","F005"
"10168","cg09712464",0.0063,0.0013,1.6e-06,2e-04,"smoking","F005"
"10169","cg26628751",0.0086,0.0018,1.7e-06,2e-04,"smoking","F005"
"10170","cg14266248",0.0045,9e-04,1.7e-06,2e-04,"smoking","F005"
"10171","cg17163729",-0.0052,0.0011,1.7e-06,2e-04,"smoking","F005"
"10172","cg03521737",-0.0068,0.0014,1.7e-06,2e-04,"smoking","F005"
"10173","cg22719241",0.0091,0.0019,1.7e-06,2e-04,"smoking","F005"
"10174","cg04096767",0.0096,0.002,1.7e-06,2e-04,"smoking","F005"
"10175","cg17668731",0.0047,0.001,1.7e-06,2e-04,"smoking","F005"
"10176","cg13989528",-0.0064,0.0013,1.7e-06,2e-04,"smoking","F005"
"10177","cg08942527",0.0039,8e-04,1.7e-06,2e-04,"smoking","F005"
"10178","cg18541609",0.0024,5e-04,1.7e-06,2e-04,"smoking","F005"
"10179","cg02796545",0.0062,0.0013,1.7e-06,2e-04,"smoking","F005"
"10180","cg22497969",0.0085,0.0018,1.7e-06,2e-04,"smoking","F005"
"10181","cg20700731",-0.0075,0.0016,1.7e-06,2e-04,"smoking","F005"
"10182","cg18302606",-0.0113,0.0024,1.7e-06,2e-04,"smoking","F005"
"10183","cg25103895",-0.0123,0.0026,1.7e-06,2e-04,"smoking","F005"
"10184","cg15014975",-0.0094,0.002,1.7e-06,2e-04,"smoking","F005"
"10185","cg15333769",0.0033,7e-04,1.7e-06,2e-04,"smoking","F005"
"10186","cg24222995",0.0064,0.0013,1.7e-06,2e-04,"smoking","F005"
"10187","cg04914290",-0.004,8e-04,1.7e-06,2e-04,"smoking","F005"
"10188","cg10592478",-0.0096,0.002,1.7e-06,2e-04,"smoking","F005"
"10189","cg07141504",0.0064,0.0013,1.7e-06,2e-04,"smoking","F005"
"10190","cg15580355",0.0037,8e-04,1.7e-06,2e-04,"smoking","F005"
"10191","cg01919939",-0.014,0.0029,1.7e-06,2e-04,"smoking","F005"
"10192","cg08871545",0.0128,0.0027,1.7e-06,2e-04,"smoking","F005"
"10193","cg11054403",0.005,0.001,1.7e-06,2e-04,"smoking","F005"
"10194","cg06368859",-0.0063,0.0013,1.7e-06,2e-04,"smoking","F005"
"10195","cg22255288",0.0024,5e-04,1.7e-06,2e-04,"smoking","F005"
"10196","cg07435331",0.0064,0.0013,1.8e-06,2e-04,"smoking","F005"
"10197","cg03660710",-0.0041,9e-04,1.8e-06,2e-04,"smoking","F005"
"10198","cg21721340",-0.008,0.0017,1.8e-06,2e-04,"smoking","F005"
"10199","cg09757644",-0.0067,0.0014,1.8e-06,2e-04,"smoking","F005"
"10200","cg14389122",-0.0061,0.0013,1.8e-06,2e-04,"smoking","F005"
"10201","cg15335334",0.0038,8e-04,1.8e-06,2e-04,"smoking","F005"
"10202","cg21550024",-0.0108,0.0023,1.8e-06,2e-04,"smoking","F005"
"10203","cg07338658",-0.0062,0.0013,1.8e-06,2e-04,"smoking","F005"
"10204","cg00589617",-0.0172,0.0036,1.8e-06,2e-04,"smoking","F005"
"10205","cg08906246",0.0053,0.0011,1.8e-06,2e-04,"smoking","F005"
"10206","cg26501049",-0.0073,0.0015,1.8e-06,2e-04,"smoking","F005"
"10207","cg24730915",0.008,0.0017,1.8e-06,2e-04,"smoking","F005"
"10208","cg10535500",-0.0074,0.0016,1.8e-06,2e-04,"smoking","F005"
"10209","cg00569896",0.0213,0.0045,1.8e-06,2e-04,"smoking","F005"
"10210","cg12113740",-0.0033,7e-04,1.8e-06,2e-04,"smoking","F005"
"10211","cg06186155",-0.0037,8e-04,1.8e-06,2e-04,"smoking","F005"
"10212","cg01994290",-0.0065,0.0014,1.8e-06,2e-04,"smoking","F005"
"10213","cg06432655",0.0048,0.001,1.8e-06,2e-04,"smoking","F005"
"10214","cg02380840",-0.0054,0.0011,1.8e-06,2e-04,"smoking","F005"
"10215","cg11612905",0.0042,9e-04,1.8e-06,2e-04,"smoking","F005"
"10216","cg21226933",-0.0072,0.0015,1.8e-06,2e-04,"smoking","F005"
"10217","cg16749578",0.0049,0.001,1.8e-06,2e-04,"smoking","F005"
"10218","cg15939920",0.0075,0.0016,1.8e-06,2e-04,"smoking","F005"
"10219","cg12093976",0.0061,0.0013,1.8e-06,2e-04,"smoking","F005"
"10220","cg10615580",0.0054,0.0011,1.8e-06,2e-04,"smoking","F005"
"10221","cg02970525",0.0026,6e-04,1.8e-06,2e-04,"smoking","F005"
"10222","cg08198176",0.0046,0.001,1.8e-06,2e-04,"smoking","F005"
"10223","cg13384150",0.0038,8e-04,1.8e-06,2e-04,"smoking","F005"
"10224","cg06670599",-0.0103,0.0022,1.8e-06,2e-04,"smoking","F005"
"10225","cg12184221",0.0104,0.0022,1.8e-06,2e-04,"smoking","F005"
"10226","cg03018380",0.0036,8e-04,1.8e-06,2e-04,"smoking","F005"
"10227","cg25840433",-0.0045,9e-04,1.8e-06,2e-04,"smoking","F005"
"10228","cg22304262",-0.0099,0.0021,1.8e-06,2e-04,"smoking","F005"
"10229","cg19323289",-0.0051,0.0011,1.8e-06,2e-04,"smoking","F005"
"10230","cg14914532",-0.0068,0.0014,1.8e-06,2e-04,"smoking","F005"
"10231","cg22515589",0.0037,8e-04,1.8e-06,2e-04,"smoking","F005"
"10232","cg20359994",0.0053,0.0011,1.9e-06,2e-04,"smoking","F005"
"10233","cg20426710",-0.0129,0.0027,1.9e-06,2e-04,"smoking","F005"
"10234","cg23647410",-0.0054,0.0011,1.9e-06,2e-04,"smoking","F005"
"10235","cg20282814",-0.0065,0.0014,1.9e-06,2e-04,"smoking","F005"
"10236","cg20202438",0.0042,9e-04,1.9e-06,2e-04,"smoking","F005"
"10237","cg10909080",0.0054,0.0011,1.9e-06,2e-04,"smoking","F005"
"10238","cg26782451",-0.0028,6e-04,1.9e-06,2e-04,"smoking","F005"
"10239","cg01243823",-0.0115,0.0024,1.9e-06,2e-04,"smoking","F005"
"10240","cg06589051",-0.0095,0.002,1.9e-06,2e-04,"smoking","F005"
"10241","cg16671360",-0.0051,0.0011,1.9e-06,2e-04,"smoking","F005"
"10242","cg24581650",-0.0057,0.0012,1.9e-06,2e-04,"smoking","F005"
"10243","cg22777249",0.0058,0.0012,1.9e-06,2e-04,"smoking","F005"
"10244","cg14346873",0.0025,5e-04,1.9e-06,2e-04,"smoking","F005"
"10245","cg07673230",0.0086,0.0018,1.9e-06,2e-04,"smoking","F005"
"10246","cg03149128",-0.0084,0.0018,1.9e-06,2e-04,"smoking","F005"
"10247","cg05879734",0.0028,6e-04,1.9e-06,2e-04,"smoking","F005"
"10248","cg27016579",-0.0097,0.002,1.9e-06,2e-04,"smoking","F005"
"10249","cg03391776",-0.0024,5e-04,1.9e-06,2e-04,"smoking","F005"
"10250","cg01281718",0.0065,0.0014,1.9e-06,2e-04,"smoking","F005"
"10251","cg10974463",0.009,0.0019,1.9e-06,2e-04,"smoking","F005"
"10252","cg24349832",-0.0082,0.0017,1.9e-06,2e-04,"smoking","F005"
"10253","cg13660719",-0.005,0.001,1.9e-06,2e-04,"smoking","F005"
"10254","cg27064949",0.0134,0.0028,1.9e-06,2e-04,"smoking","F005"
"10255","cg08408971",-0.0037,8e-04,1.9e-06,2e-04,"smoking","F005"
"10256","cg04195000",0.0062,0.0013,1.9e-06,2e-04,"smoking","F005"
"10257","cg06957820",-0.0049,0.001,2e-06,2e-04,"smoking","F005"
"10258","cg25023291",-0.0089,0.0019,2e-06,2e-04,"smoking","F005"
"10259","cg02695343",0.0033,7e-04,2e-06,2e-04,"smoking","F005"
"10260","cg13948956",-0.0091,0.0019,2e-06,2e-04,"smoking","F005"
"10261","cg02473781",-0.005,0.0011,2e-06,2e-04,"smoking","F005"
"10262","cg09735851",-0.0078,0.0016,2e-06,2e-04,"smoking","F005"
"10263","cg12836863",0.0113,0.0024,2e-06,2e-04,"smoking","F005"
"10264","cg00291478",-0.0154,0.0032,2e-06,2e-04,"smoking","F005"
"10265","cg08782899",-0.0045,9e-04,2e-06,2e-04,"smoking","F005"
"10266","cg11412468",0.0094,0.002,2e-06,2e-04,"smoking","F005"
"10267","cg18439358",0.0016,3e-04,2e-06,2e-04,"smoking","F005"
"10268","cg18190866",-0.0035,7e-04,2e-06,2e-04,"smoking","F005"
"10269","cg09104284",-0.005,0.001,2e-06,2e-04,"smoking","F005"
"10270","cg07716052",0.0052,0.0011,2e-06,2e-04,"smoking","F005"
"10271","cg02805890",-0.0044,9e-04,2e-06,2e-04,"smoking","F005"
"10272","cg26775538",0.0082,0.0017,2e-06,2e-04,"smoking","F005"
"10273","cg16757384",-0.0065,0.0014,2e-06,2e-04,"smoking","F005"
"10274","cg26201213",-0.006,0.0013,2e-06,2e-04,"smoking","F005"
"10275","cg08168580",0.0054,0.0011,2e-06,2e-04,"smoking","F005"
"10276","cg07799005",-0.0022,5e-04,2e-06,2e-04,"smoking","F005"
"10277","cg24487489",-0.0047,0.001,2e-06,2e-04,"smoking","F005"
"10278","cg26001125",-0.0039,8e-04,2e-06,2e-04,"smoking","F005"
"10279","cg25636556",-0.0055,0.0012,2e-06,2e-04,"smoking","F005"
"10280","cg04614290",-0.0111,0.0023,2e-06,2e-04,"smoking","F005"
"10281","cg09129334",-0.0096,0.002,2e-06,2e-04,"smoking","F005"
"10282","cg25767433",-0.0061,0.0013,2e-06,2e-04,"smoking","F005"
"10283","cg16266925",0.0038,8e-04,2e-06,2e-04,"smoking","F005"
